matricula,mediaNotas,menorNota,maiorNota,quantidadeDisciplinasCursadas,quantidadeAprovacoes,quantidadeReprovacoes,mediaAprovadas,mediaReprovadas,cargaHorariaPassada,taxaDeSucesso,semestrePassado,anosMatriculado,menorNota_cat,maiorNota_cat,mediaNotas_cat,mediaAprovadas_cat,mediaReprovadas_cat,cargaHorariaPassada_cat
2010044703,0.0,0.0,0.0,3,0,3,0.0,0.0,210.0,0.0,2015.1,5,baixa,baixa,baixa,baixa,baixa,baixa
2010044754,7.185714285714285,0.6,9.1,7,6,1,8.283333333333333,0.6,420.0,0.8571428571428571,2015.1,5,baixa,alta,alta,alta,baixa,alta
2010044789,3.866666666666667,1.5,7.4,3,1,2,7.4,2.1,205.0,0.3333333333333333,2015.1,5,baixa,alta,baixa,alta,baixa,baixa
2010044819,4.220000000000001,1.0,7.2,5,2,3,7.0,2.3666666666666667,270.0,0.4,2015.1,5,baixa,alta,baixa,alta,baixa,baixa
2010044932,2.333333333333333,0.6,5.8,3,1,2,5.8,0.6,165.0,0.3333333333333333,2015.1,5,baixa,media,baixa,media,baixa,baixa
2010044940,3.3800000000000003,0.5,5.2,5,2,3,5.15,2.1999999999999997,350.0,0.4,2015.1,5,baixa,media,baixa,media,baixa,media
2010045092,0.3,0.3,0.3,1,0,1,0.0,0.3,60.0,0.0,2015.1,5,baixa,baixa,baixa,baixa,baixa,muito_baixa
2010045122,6.574999999999999,5.3,7.9,4,4,0,6.574999999999999,0.0,240.0,1.0,2015.1,5,media,alta,media,media,baixa,baixa
2010045181,3.183333333333333,0.0,5.2,6,1,5,5.2,2.78,330.0,0.16666666666666666,2015.1,5,baixa,media,baixa,media,baixa,media
2010045211,5.933333333333334,3.7,9.0,3,2,1,7.05,3.7,240.0,0.6666666666666666,2015.1,5,baixa,alta,media,alta,baixa,baixa
2010045220,4.5,1.3,6.7,5,3,2,5.733333333333333,2.65,330.0,0.6,2015.1,5,baixa,media,baixa,media,baixa,media
2010045300,4.6,2.1,7.6,4,2,2,6.8,2.4000000000000004,240.0,0.5,2015.1,5,baixa,alta,baixa,media,baixa,baixa
2010045319,7.719999999999999,3.9,9.4,5,4,1,8.675,3.9,300.0,0.8,2015.1,5,baixa,alta,alta,alta,baixa,media
2010045327,3.560000000000001,0.3,5.8,5,3,2,5.466666666666668,0.7000000000000001,320.0,0.6,2015.1,5,baixa,media,baixa,media,baixa,media
2010045335,5.35,5.0,5.8,4,4,0,5.35,0.0,240.0,1.0,2015.1,5,media,media,media,media,baixa,baixa
2010045360,2.35,0.6,6.7,4,1,3,6.7,0.9,290.0,0.25,2015.1,5,baixa,media,baixa,media,baixa,media
2010055446,6.933333333333333,5.0,9.0,9,9,0,6.933333333333333,0.0,570.0,1.0,2015.1,5,media,alta,media,media,baixa,alta
2010081510,1.2,0.0,5.9,5,1,4,5.9,0.025,305.0,0.2,2015.1,5,baixa,media,baixa,media,baixa,media
2010081528,0.27999999999999997,0.0,1.4,5,0,5,0.0,0.27999999999999997,370.0,0.0,2015.1,5,baixa,baixa,baixa,baixa,baixa,media
2010083555,4.725,0.2,7.5,4,3,1,6.233333333333333,0.2,240.0,0.75,2015.1,5,baixa,alta,baixa,media,baixa,baixa
2010088450,7.314285714285715,5.0,10.0,7,7,0,7.314285714285715,0.0,450.0,1.0,2015.1,5,media,,alta,alta,baixa,alta
2010088506,1.0857142857142856,0.0,7.6,7,1,6,7.6,0.0,380.0,0.14285714285714285,2015.1,5,baixa,alta,baixa,alta,baixa,media
2011005878,6.899999999999999,6.0,8.1,6,6,0,6.899999999999999,0.0,360.0,1.0,2015.1,4,media,alta,media,media,baixa,media
2011005887,5.533333333333332,2.2,8.7,3,2,1,7.199999999999999,2.2,170.0,0.6666666666666666,2015.1,4,baixa,alta,media,alta,baixa,baixa
2011005902,3.9142857142857146,0.0,7.2,7,4,3,6.275,0.7666666666666666,450.0,0.5714285714285714,2015.1,4,baixa,alta,baixa,media,baixa,alta
2011005949,6.824999999999999,5.3,8.2,4,4,0,6.824999999999999,0.0,300.0,1.0,2015.1,4,media,alta,media,media,baixa,media
2011005976,5.771428571428571,1.2,8.8,7,6,1,6.533333333333334,1.2,420.0,0.8571428571428571,2015.1,4,baixa,alta,media,media,baixa,alta
2011006024,7.159999999999999,5.0,8.7,5,5,0,7.159999999999999,0.0,360.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011006042,3.0499999999999994,0.0,5.1,6,2,4,5.1,2.025,360.0,0.3333333333333333,2015.1,4,baixa,media,baixa,media,baixa,media
2011006098,5.983333333333333,1.3,7.7,6,5,1,6.919999999999999,1.3,360.0,0.8333333333333334,2015.1,4,baixa,alta,media,media,baixa,media
2011006169,2.675,0.0,7.6,4,1,3,7.6,1.0333333333333332,240.0,0.25,2015.1,4,baixa,alta,baixa,alta,baixa,baixa
2011006178,3.2,1.4,5.0,2,1,1,5.0,1.4,180.0,0.5,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011006196,6.85,5.6,8.1,2,2,0,6.85,0.0,120.0,1.0,2015.1,4,media,alta,media,media,baixa,baixa
2011006220,6.88,5.2,9.0,5,5,0,6.88,0.0,360.0,1.0,2015.1,4,media,alta,media,media,baixa,media
2011006258,0.4666666666666666,0.0,1.7,6,0,6,0.0,0.4666666666666666,350.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,media
2011006365,7.5875,6.2,9.8,8,8,0,7.5875,0.0,480.0,1.0,2015.1,4,media,alta,alta,alta,baixa,alta
2011006383,2.04,0.0,5.6,5,1,4,5.6,1.15,290.0,0.2,2015.1,4,baixa,media,baixa,media,baixa,media
2011006427,5.9818181818181815,3.0,9.0,11,9,2,6.6000000000000005,3.2,630.0,0.8181818181818182,2015.1,4,baixa,alta,media,media,baixa,alta
2011006463,6.283333333333332,5.3,9.7,6,6,0,6.283333333333332,0.0,390.0,1.0,2015.1,4,media,alta,media,media,baixa,media
2011006481,4.166666666666667,0.0,7.2,3,2,1,6.25,0.0,210.0,0.6666666666666666,2015.1,4,baixa,alta,baixa,media,baixa,baixa
2011006605,5.0,3.5,6.7,4,2,2,6.4,3.6,270.0,0.5,2015.1,4,baixa,media,media,media,baixa,baixa
2011006614,4.866666666666667,0.8,6.5,6,5,1,5.68,0.8,380.0,0.8333333333333334,2015.1,4,baixa,media,baixa,media,baixa,media
2011006697,5.375,0.2,8.2,4,3,1,7.1000000000000005,0.2,180.0,0.75,2015.1,4,baixa,alta,media,alta,baixa,baixa
2011006777,6.0600000000000005,2.8,8.4,5,4,1,6.875,2.8,320.0,0.8,2015.1,4,baixa,alta,media,media,baixa,media
2011006820,5.2250000000000005,0.3,8.5,4,3,1,6.866666666666667,0.3,240.0,0.75,2015.1,4,baixa,alta,media,media,baixa,baixa
2011006919,5.8500000000000005,5.0,7.6,8,8,0,5.8500000000000005,0.0,510.0,1.0,2015.1,4,media,alta,media,media,baixa,alta
2011006991,6.36,3.3,8.0,5,4,1,7.125,3.3,300.0,0.8,2015.1,4,baixa,alta,media,alta,baixa,media
2011007101,0.0,0.0,0.0,7,0,7,0.0,0.0,360.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,media
2011007110,3.8333333333333335,2.0,5.1,3,1,2,5.1,3.2,180.0,0.3333333333333333,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011007157,5.54,3.8,6.3,5,4,1,5.975,3.8,390.0,0.8,2015.1,4,baixa,media,media,media,baixa,media
2011007193,4.4,0.0,6.3,7,5,2,6.16,0.0,410.0,0.7142857142857143,2015.1,4,baixa,media,baixa,media,baixa,media
2011007219,6.966666666666666,5.6,7.8,3,3,0,6.966666666666666,0.0,190.0,1.0,2015.1,4,media,alta,media,media,baixa,baixa
2011007264,4.15,0.0,6.8,10,6,4,5.833333333333333,1.625,590.0,0.6,2015.1,4,baixa,media,baixa,media,baixa,alta
2011007273,3.6750000000000003,1.5,6.4,4,2,2,5.7,1.65,270.0,0.5,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011007326,5.76,1.6,9.0,5,4,1,6.8,1.6,300.0,0.8,2015.1,4,baixa,alta,media,media,baixa,media
2011007335,5.666666666666667,0.2,7.5,6,5,1,6.76,0.2,390.0,0.8333333333333334,2015.1,4,baixa,alta,media,media,baixa,media
2011007353,6.325,5.5,7.4,4,4,0,6.325,0.0,240.0,1.0,2015.1,4,media,alta,media,media,baixa,baixa
2011007522,4.8,3.6,7.0,4,2,2,6.0,3.6,240.0,0.5,2015.1,4,baixa,alta,baixa,media,baixa,baixa
2011007531,3.84,1.6,8.0,5,2,3,6.95,1.7666666666666668,320.0,0.4,2015.1,4,baixa,alta,baixa,media,baixa,media
2011007540,4.9875,2.6,6.7,8,5,3,5.9,3.466666666666667,450.0,0.625,2015.1,4,baixa,media,baixa,media,baixa,alta
2011007578,3.7125,0.0,6.2,8,4,4,5.825,1.6,450.0,0.5,2015.1,4,baixa,media,baixa,media,baixa,alta
2011007587,2.8200000000000003,0.3,6.9,5,2,3,6.300000000000001,0.5,280.0,0.4,2015.1,4,baixa,media,baixa,media,baixa,media
2011007596,5.7,1.0,10.0,7,5,2,7.359999999999999,1.55,360.0,0.7142857142857143,2015.1,4,baixa,,media,alta,baixa,media
2011007630,5.25,1.6,7.3,4,3,1,6.466666666666666,1.6,210.0,0.75,2015.1,4,baixa,alta,media,media,baixa,baixa
2011007729,2.7999999999999994,1.8,3.8,3,0,3,0.0,2.7999999999999994,180.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,baixa
2011007738,5.300000000000001,3.1,7.8,5,3,2,6.2,3.95,270.0,0.6,2015.1,4,baixa,alta,media,media,baixa,baixa
2011007792,7.779999999999999,5.9,9.4,5,5,0,7.779999999999999,0.0,300.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011007845,3.2399999999999998,0.3,5.7,5,1,4,5.7,2.625,300.0,0.2,2015.1,4,baixa,media,baixa,media,baixa,media
2011007854,2.566666666666667,0.0,7.7,3,1,2,7.7,0.0,140.0,0.3333333333333333,2015.1,4,baixa,alta,baixa,alta,baixa,baixa
2011007881,7.4,6.0,8.9,10,10,0,7.4,0.0,600.0,1.0,2015.1,4,media,alta,alta,alta,baixa,alta
2011007943,4.0200000000000005,0.0,8.5,5,3,2,6.266666666666667,0.65,270.0,0.6,2015.1,4,baixa,alta,baixa,media,baixa,baixa
2011007961,2.1599999999999997,0.0,6.0,5,1,4,6.0,1.2,240.0,0.2,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011007980,0.275,0.0,1.1,4,0,4,0.0,0.275,290.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,media
2011008000,4.2,0.5,7.4,7,4,3,6.675,0.9,400.0,0.5714285714285714,2015.1,4,baixa,alta,baixa,media,baixa,media
2011008074,0.825,0.0,3.0,4,0,4,0.0,0.825,260.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,baixa
2011008109,2.225,0.0,6.4,4,1,3,6.4,0.8333333333333334,240.0,0.25,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011008154,10.0,10.0,10.0,1,1,0,10.0,0.0,30.0,1.0,2015.1,4,,,,,baixa,muito_baixa
2011008163,6.716666666666668,5.0,8.2,6,6,0,6.716666666666668,0.0,360.0,1.0,2015.1,4,media,alta,media,media,baixa,media
2011008172,3.85,1.2,7.7,4,2,2,6.35,1.35,210.0,0.5,2015.1,4,baixa,alta,baixa,media,baixa,baixa
2011008207,1.2333333333333334,0.0,5.2,6,1,5,5.2,0.43999999999999995,330.0,0.16666666666666666,2015.1,4,baixa,media,baixa,media,baixa,media
2011008332,0.0,0.0,0.0,3,0,3,0.0,0.0,150.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,baixa
2011008341,6.233333333333334,4.4,7.6,3,2,1,7.15,4.4,190.0,0.6666666666666666,2015.1,4,baixa,alta,media,alta,baixa,baixa
2011008430,1.325,0.0,5.3,4,0,4,0.0,1.325,270.0,0.0,2015.1,4,baixa,media,baixa,baixa,baixa,baixa
2011008459,7.281818181818184,0.7,10.0,11,8,3,8.8,3.233333333333333,540.0,0.7272727272727273,2015.1,4,baixa,,alta,alta,baixa,alta
2011008468,4.485714285714286,1.5,8.0,7,3,4,7.233333333333334,2.425,490.0,0.42857142857142855,2015.1,4,baixa,alta,baixa,alta,baixa,alta
2011008495,5.46,2.2,7.3,5,4,1,6.275,2.2,300.0,0.8,2015.1,4,baixa,alta,media,media,baixa,media
2011008520,6.983333333333334,6.0,8.3,6,6,0,6.983333333333334,0.0,360.0,1.0,2015.1,4,media,alta,media,media,baixa,media
2011008584,6.980000000000001,5.9,8.9,5,5,0,6.980000000000001,0.0,300.0,1.0,2015.1,4,media,alta,media,media,baixa,media
2011008646,7.375,6.1,9.7,4,4,0,7.375,0.0,240.0,1.0,2015.1,4,media,alta,alta,alta,baixa,baixa
2011008664,6.542857142857143,5.0,8.8,7,7,0,6.542857142857143,0.0,420.0,1.0,2015.1,4,media,alta,media,media,baixa,alta
2011008717,0.9,0.0,2.7,3,0,3,0.0,0.9,180.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,baixa
2011008726,7.616666666666667,6.9,9.0,6,6,0,7.616666666666667,0.0,360.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011008735,5.180000000000001,0.0,8.3,5,3,2,7.900000000000001,1.1,350.0,0.6,2015.1,4,baixa,alta,media,alta,baixa,media
2011008790,7.75,6.8,8.7,2,2,0,7.75,0.0,120.0,1.0,2015.1,4,media,alta,alta,alta,baixa,baixa
2011008842,6.716666666666666,5.0,8.6,6,6,0,6.716666666666666,0.0,390.0,1.0,2015.1,4,media,alta,media,media,baixa,media
2011008940,2.8833333333333333,0.0,8.8,6,2,4,7.9,0.375,380.0,0.3333333333333333,2015.1,4,baixa,alta,baixa,alta,baixa,media
2011008978,7.12,6.0,7.8,5,5,0,7.12,0.0,300.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011009044,7.959999999999999,6.8,9.3,5,5,0,7.959999999999999,0.0,300.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011009062,5.766666666666667,5.0,6.3,3,3,0,5.766666666666667,0.0,150.0,1.0,2015.1,4,media,media,media,media,baixa,baixa
2011009115,6.583333333333333,5.7,9.5,6,6,0,6.583333333333333,0.0,360.0,1.0,2015.1,4,media,alta,media,media,baixa,media
2011009133,7.233333333333333,5.5,9.5,3,3,0,7.233333333333333,0.0,240.0,1.0,2015.1,4,media,alta,alta,alta,baixa,baixa
2011009198,3.733333333333333,0.4,8.0,6,2,4,6.85,2.175,255.0,0.3333333333333333,2015.1,4,baixa,alta,baixa,media,baixa,baixa
2011009278,1.7,0.0,5.0,3,1,2,5.0,0.05,150.0,0.3333333333333333,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011009311,4.5,3.4,5.6,2,1,1,5.6,3.4,150.0,0.5,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011009394,3.5285714285714285,0.5,8.7,7,3,4,6.433333333333334,1.35,405.0,0.42857142857142855,2015.1,4,baixa,alta,baixa,media,baixa,media
2011009400,7.1000000000000005,5.5,8.3,3,3,0,7.1000000000000005,0.0,210.0,1.0,2015.1,4,media,alta,alta,alta,baixa,baixa
2011009456,2.5,0.4,5.4,6,2,4,5.2,1.15,360.0,0.3333333333333333,2015.1,4,baixa,media,baixa,media,baixa,media
2011009536,0.0,0.0,0.0,2,0,2,0.0,0.0,135.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,baixa
2011009545,8.014285714285714,6.4,10.0,7,7,0,8.014285714285714,0.0,450.0,1.0,2015.1,4,media,,alta,alta,baixa,alta
2011009554,5.0875,0.6,8.0,8,6,2,6.416666666666667,1.1,465.0,0.75,2015.1,4,baixa,alta,media,media,baixa,alta
2011009563,2.4,1.3,3.5,4,0,4,0.0,2.4,300.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,media
2011009581,7.1,6.2,8.1,4,4,0,7.1,0.0,240.0,1.0,2015.1,4,media,alta,alta,alta,baixa,baixa
2011009652,0.16666666666666666,0.0,0.5,3,0,3,0.0,0.16666666666666666,210.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,baixa
2011009699,5.24,1.5,7.7,5,4,1,6.175,1.5,300.0,0.8,2015.1,4,baixa,alta,media,media,baixa,media
2011009723,6.7,1.0,8.9,5,4,1,8.125,1.0,300.0,0.8,2015.1,4,baixa,alta,media,alta,baixa,media
2011009788,7.171428571428572,5.8,8.2,7,7,0,7.171428571428572,0.0,420.0,1.0,2015.1,4,media,alta,alta,alta,baixa,alta
2011009868,4.0,0.2,8.1,5,3,2,6.166666666666667,0.75,270.0,0.6,2015.1,4,baixa,alta,baixa,media,baixa,baixa
2011009886,2.85,1.0,5.7,4,1,3,5.7,1.9000000000000001,290.0,0.25,2015.1,4,baixa,media,baixa,media,baixa,media
2011009895,5.9,5.0,7.0,4,4,0,5.9,0.0,240.0,1.0,2015.1,4,media,alta,media,media,baixa,baixa
2011009948,7.1000000000000005,6.0,8.5,6,6,0,7.1000000000000005,0.0,360.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011009966,0.0,0.0,0.0,1,0,1,0.0,0.0,80.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,muito_baixa
2011009984,5.159999999999999,2.7,8.4,5,3,2,6.566666666666666,3.05,300.0,0.6,2015.1,4,baixa,alta,media,media,baixa,media
2011009993,0.025,0.0,0.1,4,0,4,0.0,0.025,240.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,baixa
2011010027,7.133333333333333,5.3,8.7,6,6,0,7.133333333333333,0.0,360.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011010036,6.050000000000001,5.0,6.9,6,6,0,6.050000000000001,0.0,360.0,1.0,2015.1,4,media,media,media,media,baixa,media
2011010199,5.0,1.7,6.0,5,4,1,5.825,1.7,330.0,0.8,2015.1,4,baixa,media,media,media,baixa,media
2011010205,6.859999999999999,2.0,9.4,5,4,1,8.075,2.0,330.0,0.8,2015.1,4,baixa,alta,media,alta,baixa,media
2011010288,3.233333333333333,0.0,6.2,6,3,3,5.3999999999999995,1.0666666666666667,360.0,0.5,2015.1,4,baixa,media,baixa,media,baixa,media
2011010303,3.5799999999999996,0.0,10.0,5,2,3,7.5,0.9666666666666668,390.0,0.4,2015.1,4,baixa,,baixa,alta,baixa,media
2011010321,3.1333333333333333,0.3,8.3,3,1,2,8.3,0.55,200.0,0.3333333333333333,2015.1,4,baixa,alta,baixa,alta,baixa,baixa
2011010368,3.375,0.0,7.7,4,2,2,6.75,0.0,255.0,0.5,2015.1,4,baixa,alta,baixa,media,baixa,baixa
2011010377,7.15,6.3,8.0,2,2,0,7.15,0.0,120.0,1.0,2015.1,4,media,alta,alta,alta,baixa,baixa
2011010395,3.775,0.3,7.6,4,2,2,6.6,0.9500000000000001,240.0,0.5,2015.1,4,baixa,alta,baixa,media,baixa,baixa
2011010401,6.55,4.4,8.7,2,1,1,8.7,4.4,90.0,0.5,2015.1,4,baixa,alta,media,alta,baixa,muito_baixa
2011010448,5.2,2.3,6.2,6,5,1,5.779999999999999,2.3,360.0,0.8333333333333334,2015.1,4,baixa,media,media,media,baixa,media
2011010475,7.0,5.0,9.0,2,2,0,7.0,0.0,120.0,1.0,2015.1,4,media,alta,alta,alta,baixa,baixa
2011010528,2.0,2.0,2.0,1,0,1,0.0,2.0,60.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,muito_baixa
2011010555,2.85,0.5,5.2,2,1,1,5.2,0.5,120.0,0.5,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011010573,0.0,0.0,0.0,1,0,1,0.0,0.0,60.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,muito_baixa
2011010617,7.066666666666666,5.5,8.4,3,3,0,7.066666666666666,0.0,180.0,1.0,2015.1,4,media,alta,alta,alta,baixa,baixa
2011010706,4.2,1.4,7.8,6,3,3,6.433333333333333,1.9666666666666668,360.0,0.5,2015.1,4,baixa,alta,baixa,media,baixa,media
2011010715,8.02,6.9,9.7,5,5,0,8.02,0.0,285.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011010751,2.1,0.0,6.3,3,1,2,6.3,0.0,200.0,0.3333333333333333,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011010770,5.425,4.0,7.5,4,3,1,5.8999999999999995,4.0,240.0,0.75,2015.1,4,baixa,alta,media,media,baixa,baixa
2011010911,5.425000000000001,4.0,6.1,4,3,1,5.8999999999999995,4.0,240.0,0.75,2015.1,4,baixa,media,media,media,baixa,baixa
2011010920,7.271428571428571,5.9,8.8,7,7,0,7.271428571428571,0.0,420.0,1.0,2015.1,4,media,alta,alta,alta,baixa,alta
2011010994,4.78,3.6,5.7,5,3,2,5.3,4.0,330.0,0.6,2015.1,4,baixa,media,baixa,media,baixa,media
2011011033,1.0666666666666667,0.0,5.9,6,1,5,5.9,0.1,400.0,0.16666666666666666,2015.1,4,baixa,media,baixa,media,baixa,media
2011011060,6.2,6.2,6.2,1,1,0,6.2,0.0,60.0,1.0,2015.1,4,media,media,media,media,baixa,muito_baixa
2011011089,4.45,2.2,7.4,6,2,4,6.300000000000001,3.5249999999999995,360.0,0.3333333333333333,2015.1,4,baixa,alta,baixa,media,baixa,media
2011011098,4.525,1.8,6.3,4,3,1,5.433333333333334,1.8,240.0,0.75,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011011113,4.35,0.0,9.7,6,3,3,7.033333333333334,1.6666666666666667,330.0,0.5,2015.1,4,baixa,alta,baixa,alta,baixa,media
2011011150,1.16,0.0,5.8,5,1,4,5.8,0.0,300.0,0.2,2015.1,4,baixa,media,baixa,media,baixa,media
2011011187,2.9,0.5,5.8,5,2,3,5.4,1.2333333333333334,360.0,0.4,2015.1,4,baixa,media,baixa,media,baixa,media
2011011230,1.2399999999999998,0.0,5.6,5,1,4,5.6,0.15,350.0,0.2,2015.1,4,baixa,media,baixa,media,baixa,media
2011011249,3.3500000000000005,0.2,6.4,4,1,3,6.4,2.3333333333333335,240.0,0.25,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011011258,4.6000000000000005,2.0,6.8,6,3,3,6.266666666666666,2.9333333333333336,360.0,0.5,2015.1,4,baixa,media,baixa,media,baixa,media
2011011329,6.1000000000000005,2.6,8.8,6,4,2,7.35,3.5999999999999996,360.0,0.6666666666666666,2015.1,4,baixa,alta,media,alta,baixa,media
2011011392,7.883333333333334,6.4,9.5,6,6,0,7.883333333333334,0.0,360.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011011418,5.54,4.2,6.3,5,4,1,5.875,4.2,300.0,0.8,2015.1,4,baixa,media,media,media,baixa,media
2011011454,3.733333333333333,2.0,5.2,3,1,2,5.2,3.0,220.0,0.3333333333333333,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011011507,8.166666666666666,7.3,9.0,6,6,0,8.166666666666666,0.0,330.0,1.0,2015.1,4,alta,alta,alta,alta,baixa,media
2011011570,6.1,4.2,8.1,5,4,1,6.574999999999999,4.2,300.0,0.8,2015.1,4,baixa,alta,media,media,baixa,media
2011011580,0.0,0.0,0.0,2,0,2,0.0,0.0,135.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,baixa
2011011605,5.9799999999999995,2.6,9.3,5,4,1,6.825,2.6,330.0,0.8,2015.1,4,baixa,alta,media,media,baixa,media
2011011632,7.233333333333333,5.5,8.7,6,6,0,7.233333333333333,0.0,360.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011011679,5.05,0.6,7.6,6,4,2,6.3,2.55,360.0,0.6666666666666666,2015.1,4,baixa,alta,media,media,baixa,media
2011011703,3.8199999999999994,0.7,6.3,5,2,3,5.75,2.533333333333333,340.0,0.4,2015.1,4,baixa,media,baixa,media,baixa,media
2011011730,7.949999999999999,6.4,9.5,6,6,0,7.949999999999999,0.0,360.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011011786,3.5374999999999996,0.1,7.3,8,5,3,5.4799999999999995,0.3,480.0,0.625,2015.1,4,baixa,alta,baixa,media,baixa,alta
2011011801,6.919999999999999,5.5,8.3,5,5,0,6.919999999999999,0.0,300.0,1.0,2015.1,4,media,alta,media,media,baixa,media
2011011820,5.433333333333334,1.0,9.5,3,2,1,7.65,1.0,200.0,0.6666666666666666,2015.1,4,baixa,alta,media,alta,baixa,baixa
2011011857,5.380000000000001,4.3,6.1,5,3,2,5.8,4.75,240.0,0.6,2015.1,4,baixa,media,media,media,baixa,baixa
2011011866,3.716666666666667,0.0,7.6,6,2,4,6.75,2.2,420.0,0.3333333333333333,2015.1,4,baixa,alta,baixa,media,baixa,alta
2011011884,3.9333333333333336,0.6,6.5,6,1,5,6.5,3.4200000000000004,480.0,0.16666666666666666,2015.1,4,baixa,media,baixa,media,baixa,alta
2011011893,7.285714285714286,5.8,8.7,7,7,0,7.285714285714286,0.0,420.0,1.0,2015.1,4,media,alta,alta,alta,baixa,alta
2011011928,7.366666666666667,7.0,8.0,3,3,0,7.366666666666667,0.0,180.0,1.0,2015.1,4,alta,alta,alta,alta,baixa,baixa
2011011955,0.5333333333333333,0.0,2.2,6,0,6,0.0,0.5333333333333333,410.0,0.0,2015.1,4,baixa,baixa,baixa,baixa,baixa,media
2011012003,5.64,0.0,8.2,5,4,1,7.05,0.0,300.0,0.8,2015.1,4,baixa,alta,media,alta,baixa,media
2011012077,3.5833333333333335,0.0,9.3,6,3,3,7.166666666666667,0.0,390.0,0.5,2015.1,4,baixa,alta,baixa,alta,baixa,media
2011012120,5.900000000000001,1.8,8.4,6,5,1,6.719999999999999,1.8,360.0,0.8333333333333334,2015.1,4,baixa,alta,media,media,baixa,media
2011012166,7.525,6.3,9.3,4,4,0,7.525,0.0,240.0,1.0,2015.1,4,media,alta,alta,alta,baixa,baixa
2011012175,2.88,0.2,7.9,5,1,4,7.9,1.625,330.0,0.2,2015.1,4,baixa,alta,baixa,alta,baixa,media
2011012184,7.475,5.8,8.7,4,4,0,7.475,0.0,300.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011012219,6.159999999999999,0.0,8.7,5,4,1,7.699999999999999,0.0,300.0,0.8,2015.1,4,baixa,alta,media,alta,baixa,media
2011012264,5.533333333333332,2.0,8.6,6,3,3,7.666666666666667,3.4,360.0,0.5,2015.1,4,baixa,alta,media,alta,baixa,media
2011012353,4.8,3.0,6.2,4,3,1,5.3999999999999995,3.0,240.0,0.75,2015.1,4,baixa,media,baixa,media,baixa,baixa
2011012406,7.571428571428571,6.5,10.0,7,7,0,7.571428571428571,0.0,420.0,1.0,2015.1,4,media,,alta,alta,baixa,alta
2011012424,6.133333333333333,5.9,6.7,6,6,0,6.133333333333333,0.0,390.0,1.0,2015.1,4,media,media,media,media,baixa,media
2011012489,7.728571428571429,6.5,9.3,7,7,0,7.728571428571429,0.0,405.0,1.0,2015.1,4,media,alta,alta,alta,baixa,media
2011012498,5.925,0.9,8.4,4,3,1,7.6000000000000005,0.9,240.0,0.75,2015.1,4,baixa,alta,media,alta,baixa,baixa
2011012504,5.5,5.1,6.3,3,3,0,5.5,0.0,150.0,1.0,2015.1,4,media,media,media,media,baixa,baixa
2011012569,7.975,7.0,10.0,8,8,0,7.975,0.0,435.0,1.0,2015.1,4,alta,,alta,alta,baixa,alta
2011012596,7.0,6.0,8.0,4,4,0,7.0,0.0,230.0,1.0,2015.1,4,media,alta,alta,alta,baixa,baixa
2011012611,6.880000000000001,6.1,7.7,5,5,0,6.880000000000001,0.0,300.0,1.0,2015.1,4,media,alta,media,media,baixa,media
